1.000000000000000000e+00,3.519999999999999796e-01,1.239999999999574776e-04,1.537599999998945329e-08
2.000000000000000000e+00,3.523000000000000020e-01,4.239999999999799485e-04,1.797759999999829878e-07
3.000000000000000000e+00,3.521000000000000241e-01,2.240000000000019753e-04,5.017600000000088552e-08
4.000000000000000000e+00,3.519999999999999796e-01,1.239999999999574776e-04,1.537599999998945329e-08
5.000000000000000000e+00,3.522000000000000131e-01,3.239999999999909619e-04,1.049759999999941367e-07
6.000000000000000000e+00,3.516000000000000236e-01,-2.759999999999984688e-04,7.617599999999915957e-08
7.000000000000000000e+00,3.523000000000000020e-01,4.239999999999799485e-04,1.797759999999829878e-07
8.000000000000000000e+00,3.523000000000000020e-01,4.239999999999799485e-04,1.797759999999829878e-07
9.000000000000000000e+00,3.517000000000000126e-01,-1.760000000000094822e-04,3.097600000000334072e-08
1.000000000000000000e+01,3.518999999999999906e-01,2.399999999996849098e-05,5.759999999984875791e-10
1.100000000000000000e+01,3.519999999999999796e-01,1.239999999999574776e-04,1.537599999998945329e-08
1.200000000000000000e+01,3.517000000000000126e-01,-1.760000000000094822e-04,3.097600000000334072e-08
1.300000000000000000e+01,3.518999999999999906e-01,2.399999999996849098e-05,5.759999999984875791e-10
1.400000000000000000e+01,3.518999999999999906e-01,2.399999999996849098e-05,5.759999999984875791e-10
1.500000000000000000e+01,3.521000000000000241e-01,2.240000000000019753e-04,5.017600000000088552e-08
1.600000000000000000e+01,3.519999999999999796e-01,1.239999999999574776e-04,1.537599999998945329e-08
1.700000000000000000e+01,3.522000000000000131e-01,3.239999999999909619e-04,1.049759999999941367e-07
1.800000000000000000e+01,3.522000000000000131e-01,3.239999999999909619e-04,1.049759999999941367e-07
1.900000000000000000e+01,3.521000000000000241e-01,2.240000000000019753e-04,5.017600000000088552e-08
2.000000000000000000e+01,3.518000000000000016e-01,-7.600000000002049561e-05,5.776000000003115069e-09
2.100000000000000000e+01,3.514999999999999791e-01,-3.760000000000429665e-04,1.413760000000323012e-07
2.200000000000000000e+01,3.518000000000000016e-01,-7.600000000002049561e-05,5.776000000003115069e-09
2.300000000000000000e+01,3.519999999999999796e-01,1.239999999999574776e-04,1.537599999998945329e-08
2.400000000000000000e+01,3.523000000000000020e-01,4.239999999999799485e-04,1.797759999999829878e-07
2.500000000000000000e+01,3.521000000000000241e-01,2.240000000000019753e-04,5.017600000000088552e-08
2.600000000000000000e+01,3.523000000000000020e-01,4.239999999999799485e-04,1.797759999999829878e-07
2.700000000000000000e+01,3.518999999999999906e-01,2.399999999996849098e-05,5.759999999984875791e-10
2.800000000000000000e+01,3.521000000000000241e-01,2.240000000000019753e-04,5.017600000000088552e-08
2.900000000000000000e+01,3.523999999999999910e-01,5.239999999999689351e-04,2.745759999999674519e-07
3.000000000000000000e+01,3.518999999999999906e-01,2.399999999996849098e-05,5.759999999984875791e-10
3.100000000000000000e+01,3.519999999999999796e-01,1.239999999999574776e-04,1.537599999998945329e-08
3.200000000000000000e+01,3.518999999999999906e-01,2.399999999996849098e-05,5.759999999984875791e-10
3.300000000000000000e+01,3.517000000000000126e-01,-1.760000000000094822e-04,3.097600000000334072e-08
3.400000000000000000e+01,3.519999999999999796e-01,1.239999999999574776e-04,1.537599999998945329e-08
3.500000000000000000e+01,3.518999999999999906e-01,2.399999999996849098e-05,5.759999999984875791e-10
3.600000000000000000e+01,3.518000000000000016e-01,-7.600000000002049561e-05,5.776000000003115069e-09
3.700000000000000000e+01,3.516000000000000236e-01,-2.759999999999984688e-04,7.617599999999915957e-08
3.800000000000000000e+01,3.517000000000000126e-01,-1.760000000000094822e-04,3.097600000000334072e-08
3.900000000000000000e+01,3.518999999999999906e-01,2.399999999996849098e-05,5.759999999984875791e-10
4.000000000000000000e+01,3.518000000000000016e-01,-7.600000000002049561e-05,5.776000000003115069e-09
4.100000000000000000e+01,3.518000000000000016e-01,-7.600000000002049561e-05,5.776000000003115069e-09
4.200000000000000000e+01,3.516000000000000236e-01,-2.759999999999984688e-04,7.617599999999915957e-08
4.300000000000000000e+01,3.516000000000000236e-01,-2.759999999999984688e-04,7.617599999999915957e-08
4.400000000000000000e+01,3.514999999999999791e-01,-3.760000000000429665e-04,1.413760000000323012e-07
4.500000000000000000e+01,3.513999999999999901e-01,-4.760000000000319531e-04,2.265760000000304172e-07
4.600000000000000000e+01,3.516000000000000236e-01,-2.759999999999984688e-04,7.617599999999915957e-08
4.700000000000000000e+01,3.511000000000000232e-01,-7.759999999999989129e-04,6.021759999999983110e-07
4.800000000000000000e+01,3.513999999999999901e-01,-4.760000000000319531e-04,2.265760000000304172e-07
4.900000000000000000e+01,3.513000000000000012e-01,-5.760000000000209397e-04,3.317760000000241065e-07
5.000000000000000000e+01,3.516000000000000236e-01,-2.759999999999984688e-04,7.617599999999915957e-08
