1.000000000000000000e+00,3.979999999999999982e+00,2.799999999999691624e-03,7.839999999998273223e-06
2.000000000000000000e+00,3.970000000000000195e+00,-7.200000000000095213e-03,5.184000000000137391e-05
3.000000000000000000e+00,4.000000000000000000e+00,2.279999999999970939e-02,5.198399999999867016e-04
4.000000000000000000e+00,3.979999999999999982e+00,2.799999999999691624e-03,7.839999999998273223e-06
5.000000000000000000e+00,3.990000000000000213e+00,1.279999999999992255e-02,1.638399999999980248e-04
6.000000000000000000e+00,3.990000000000000213e+00,1.279999999999992255e-02,1.638399999999980248e-04
7.000000000000000000e+00,4.009999999999999787e+00,3.279999999999949623e-02,1.075839999999967040e-03
8.000000000000000000e+00,3.979999999999999982e+00,2.799999999999691624e-03,7.839999999998273223e-06
9.000000000000000000e+00,3.979999999999999982e+00,2.799999999999691624e-03,7.839999999998273223e-06
1.000000000000000000e+01,3.979999999999999982e+00,2.799999999999691624e-03,7.839999999998273223e-06
1.100000000000000000e+01,4.009999999999999787e+00,3.279999999999949623e-02,1.075839999999967040e-03
1.200000000000000000e+01,3.959999999999999964e+00,-1.720000000000032614e-02,2.958400000000112350e-04
1.300000000000000000e+01,3.970000000000000195e+00,-7.200000000000095213e-03,5.184000000000137391e-05
1.400000000000000000e+01,4.009999999999999787e+00,3.279999999999949623e-02,1.075839999999967040e-03
1.500000000000000000e+01,3.990000000000000213e+00,1.279999999999992255e-02,1.638399999999980248e-04
1.600000000000000000e+01,3.979999999999999982e+00,2.799999999999691624e-03,7.839999999998273223e-06
1.700000000000000000e+01,3.979999999999999982e+00,2.799999999999691624e-03,7.839999999998273223e-06
1.800000000000000000e+01,4.000000000000000000e+00,2.279999999999970939e-02,5.198399999999867016e-04
1.900000000000000000e+01,3.970000000000000195e+00,-7.200000000000095213e-03,5.184000000000137391e-05
2.000000000000000000e+01,3.979999999999999982e+00,2.799999999999691624e-03,7.839999999998273223e-06
2.100000000000000000e+01,3.950000000000000178e+00,-2.720000000000011298e-02,7.398400000000061438e-04
2.200000000000000000e+01,3.979999999999999982e+00,2.799999999999691624e-03,7.839999999998273223e-06
2.300000000000000000e+01,3.970000000000000195e+00,-7.200000000000095213e-03,5.184000000000137391e-05
2.400000000000000000e+01,3.959999999999999964e+00,-1.720000000000032614e-02,2.958400000000112350e-04
2.500000000000000000e+01,3.970000000000000195e+00,-7.200000000000095213e-03,5.184000000000137391e-05
2.600000000000000000e+01,3.970000000000000195e+00,-7.200000000000095213e-03,5.184000000000137391e-05
2.700000000000000000e+01,3.970000000000000195e+00,-7.200000000000095213e-03,5.184000000000137391e-05
2.800000000000000000e+01,3.970000000000000195e+00,-7.200000000000095213e-03,5.184000000000137391e-05
2.900000000000000000e+01,3.959999999999999964e+00,-1.720000000000032614e-02,2.958400000000112350e-04
3.000000000000000000e+01,3.959999999999999964e+00,-1.720000000000032614e-02,2.958400000000112350e-04
3.100000000000000000e+01,3.970000000000000195e+00,-7.200000000000095213e-03,5.184000000000137391e-05
3.200000000000000000e+01,3.950000000000000178e+00,-2.720000000000011298e-02,7.398400000000061438e-04
3.300000000000000000e+01,3.979999999999999982e+00,2.799999999999691624e-03,7.839999999998273223e-06
3.400000000000000000e+01,3.990000000000000213e+00,1.279999999999992255e-02,1.638399999999980248e-04
3.500000000000000000e+01,3.979999999999999982e+00,2.799999999999691624e-03,7.839999999998273223e-06
3.600000000000000000e+01,3.979999999999999982e+00,2.799999999999691624e-03,7.839999999998273223e-06
3.700000000000000000e+01,3.990000000000000213e+00,1.279999999999992255e-02,1.638399999999980248e-04
3.800000000000000000e+01,3.959999999999999964e+00,-1.720000000000032614e-02,2.958400000000112350e-04
3.900000000000000000e+01,3.990000000000000213e+00,1.279999999999992255e-02,1.638399999999980248e-04
4.000000000000000000e+01,3.959999999999999964e+00,-1.720000000000032614e-02,2.958400000000112350e-04
4.100000000000000000e+01,3.970000000000000195e+00,-7.200000000000095213e-03,5.184000000000137391e-05
4.200000000000000000e+01,3.979999999999999982e+00,2.799999999999691624e-03,7.839999999998273223e-06
4.300000000000000000e+01,3.990000000000000213e+00,1.279999999999992255e-02,1.638399999999980248e-04
4.400000000000000000e+01,3.979999999999999982e+00,2.799999999999691624e-03,7.839999999998273223e-06
4.500000000000000000e+01,3.970000000000000195e+00,-7.200000000000095213e-03,5.184000000000137391e-05
4.600000000000000000e+01,3.959999999999999964e+00,-1.720000000000032614e-02,2.958400000000112350e-04
4.700000000000000000e+01,3.959999999999999964e+00,-1.720000000000032614e-02,2.958400000000112350e-04
4.800000000000000000e+01,3.970000000000000195e+00,-7.200000000000095213e-03,5.184000000000137391e-05
4.900000000000000000e+01,3.990000000000000213e+00,1.279999999999992255e-02,1.638399999999980248e-04
5.000000000000000000e+01,3.970000000000000195e+00,-7.200000000000095213e-03,5.184000000000137391e-05
